target,malaria,target_renamed,malaria_renamed,T-cid,M-cid,T-lig,M-lig,T-gene,M-gene,pubchem_cid,smiles,blast_evalue,blast_alignment_length,blast_bit_score,blast_percent_identity,ligand_D,M_D_align_evalue,M_D_rmsd,M_D_align_len,3d_align_evalue,3d_rmsd,3d_align_len
4G4S,5FMG,4G4S_renamed.pdb,5FMG_renamed.pdb,F,D,,,,,,,9.68e-28,173,105.0,36.994,,,,,,,
4G4S,5FMG,4G4S_renamed.pdb,5FMG_renamed.pdb,I,I,,,,,,,7.000000000000001e-70,219,213.0,50.228,,,,,,,
4G4S,5FMG,4G4S_renamed.pdb,5FMG_renamed.pdb,J,M,,,,,,,5.53e-18,212,79.0,27.83,,,,,,,
4G4S,5FMG,4G4S_renamed.pdb,5FMG_renamed.pdb,K,K,,,,,,,1.27e-35,175,123.0,35.429,,,,,,,
4G4S,5FMG,4G4S_renamed.pdb,5FMG_renamed.pdb,K,I,,,,,,,6e-15,159,70.5,30.189,,,,,,,
4G4S,5FMG,4G4S_renamed.pdb,5FMG_renamed.pdb,A,C,,,,,,,6.51e-23,180,93.6,33.889,,,,,,,
4G4S,5FMG,4G4S_renamed.pdb,5FMG_renamed.pdb,A,E,,,,,,,6.1300000000000005e-22,231,91.3,26.407,,,,,,,
4G4S,5FMG,4G4S_renamed.pdb,5FMG_renamed.pdb,A,D,,,,,,,3.410000000000001e-21,179,89.0,28.492,,,,,,,
4G4S,5FMG,4G4S_renamed.pdb,5FMG_renamed.pdb,L,L,,,,,,,7.810000000000002e-66,185,201.0,51.351,,,,,,,
4G4S,5FMG,4G4S_renamed.pdb,5FMG_renamed.pdb,M,M,,,,,,,3.09e-46,222,153.0,36.486,,,,,,,
4G4S,5FMG,4G4S_renamed.pdb,5FMG_renamed.pdb,N,N,,,,,,,1.52e-30,230,113.0,32.609,,,,,,,
4G4S,5FMG,4G4S_renamed.pdb,5FMG_renamed.pdb,B,D,,,,,,,7.84e-44,214,147.0,37.383,,,,,,,
4G4S,5FMG,4G4S_renamed.pdb,5FMG_renamed.pdb,B,C,,,,,,,3.16e-39,223,136.0,35.426,,,,,,,
4G4S,5FMG,4G4S_renamed.pdb,5FMG_renamed.pdb,B,E,,,,,,,4.67e-33,228,120.0,33.333,,,,,,,
4G4S,5FMG,4G4S_renamed.pdb,5FMG_renamed.pdb,C,C,,,,,,,4.57e-79,237,238.0,50.633,,,,,,,
4G4S,5FMG,4G4S_renamed.pdb,5FMG_renamed.pdb,C,D,,,,,,,5.66e-50,215,164.0,37.674,,,,,,,
4G4S,5FMG,4G4S_renamed.pdb,5FMG_renamed.pdb,C,E,,,,,,,1.6799999999999999e-46,220,155.0,39.545,,,,,,,
4G4S,5FMG,4G4S_renamed.pdb,5FMG_renamed.pdb,D,D,,,,,,,7.36e-85,245,253.0,47.347,,,,,,,
4G4S,5FMG,4G4S_renamed.pdb,5FMG_renamed.pdb,D,C,,,,,,,2.74e-42,176,144.0,40.341,,,,,,,
4G4S,5FMG,4G4S_renamed.pdb,5FMG_renamed.pdb,D,E,,,,,,,7.82e-34,224,122.0,34.821,,,,,,,
4G4S,5FMG,4G4S_renamed.pdb,5FMG_renamed.pdb,G,E,,,,,,,1.55e-35,213,128.0,34.742,,,,,,,
4G4S,5FMG,4G4S_renamed.pdb,5FMG_renamed.pdb,G,C,,,,,,,6.97e-32,173,118.0,36.416,,,,,,,
4G4S,5FMG,4G4S_renamed.pdb,5FMG_renamed.pdb,G,D,,,,,,,2.5100000000000002e-29,196,111.0,34.184,,,,,,,
4G4S,5FMG,4G4S_renamed.pdb,5FMG_renamed.pdb,H,I,,,,,,,1.15e-19,197,82.8,27.411,,,,,,,
4JI9,1V0B,4JI9_renamed.pdb,1V0B_renamed.pdb,A,A,,,,,,,6.230000000000001e-21,202,90.1,32.178,,,,,,,
4JI9,1V0O,4JI9_renamed.pdb,1V0O_renamed.pdb,A,A,,,,,,,6.820000000000001e-21,202,90.1,32.178,,,,,,,
4JI9,1OB3,4JI9_renamed.pdb,1OB3_renamed.pdb,A,A,,,,,,,8.94e-21,200,89.7,32.0,,,,,,,
4JI9,4RGJ,4JI9_renamed.pdb,4RGJ_renamed.pdb,A,A,,,,,,,1.01e-15,234,77.0,31.624,,,,,,,
4KM0,1J3I,4KM0_renamed.pdb,1J3I_renamed.pdb,A,A,,,,,,,2.33e-09,102,54.7,32.353,,,,,,,
4M89,3AM3,4M89_renamed.pdb,3AM3_renamed.pdb,A,A,,,,,,,2.24e-16,238,77.0,27.731,,,,,,,
4M89,2OL4,4M89_renamed.pdb,2OL4_renamed.pdb,A,A,,,,,,,6.49e-16,238,75.9,28.992,,,,,,,
4M89,1UH5,4M89_renamed.pdb,1UH5_renamed.pdb,A,A,,,,,,,6.49e-16,238,75.9,28.992,,,,,,,
4M89,1VRW,4M89_renamed.pdb,1VRW_renamed.pdb,A,A,,,,,,,6.92e-16,238,75.9,28.992,,,,,,,
4M89,3AM5,4M89_renamed.pdb,3AM5_renamed.pdb,A,A,,,,,,,5.82e-15,238,73.2,28.571,,,,,,,
4M89,1NHG,4M89_renamed.pdb,1NHG_renamed.pdb,A,A,,,,,,,6.97e-12,136,63.2,36.029,,,,,,,
4NCT,8RPC,4NCT_renamed.pdb,8RPC_renamed.pdb,A,A,,,,,,,2.41e-38,245,140.0,34.694,,,,,,,
4NCT,1OB3,4NCT_renamed.pdb,1OB3_renamed.pdb,A,A,,,,,,,3.29e-28,333,111.0,29.73,,,,,,,
4NCT,1V0O,4NCT_renamed.pdb,1V0O_renamed.pdb,A,A,,,,,,,5.14e-28,333,110.0,29.429,,,,,,,
4NCT,1V0B,4NCT_renamed.pdb,1V0B_renamed.pdb,A,A,,,,,,,5.75e-28,333,110.0,29.429,,,,,,,
4NCT,8RPC,4NCT_renamed.pdb,8RPC_renamed.pdb,B,A,,,,,,,2.41e-38,245,140.0,34.694,,,,,,,
4NCT,1OB3,4NCT_renamed.pdb,1OB3_renamed.pdb,B,A,,,,,,,3.29e-28,333,111.0,29.73,,,,,,,
4NCT,1V0O,4NCT_renamed.pdb,1V0O_renamed.pdb,B,A,,,,,,,5.14e-28,333,110.0,29.429,,,,,,,
4NCT,1V0B,4NCT_renamed.pdb,1V0B_renamed.pdb,B,A,,,,,,,5.75e-28,333,110.0,29.429,,,,,,,
4NR0,3AM3,4NR0_renamed.pdb,3AM3_renamed.pdb,A,A,,,,,,,2.58e-18,228,82.8,27.193,,,,,,,
4NR0,1UH5,4NR0_renamed.pdb,1UH5_renamed.pdb,A,A,,,,,,,9.19e-18,228,81.3,28.07,,,,,,,
4NR0,2OL4,4NR0_renamed.pdb,2OL4_renamed.pdb,A,A,,,,,,,2.18e-17,228,80.5,26.754,,,,,,,
4NR0,1VRW,4NR0_renamed.pdb,1VRW_renamed.pdb,A,A,,,,,,,2.21e-17,228,80.5,26.754,,,,,,,
4NR0,3AM5,4NR0_renamed.pdb,3AM5_renamed.pdb,A,A,,,,,,,5.11e-17,228,79.3,28.07,,,,,,,
4NR0,1NHG,4NR0_renamed.pdb,1NHG_renamed.pdb,A,A,,,,,,,1.85e-13,133,67.8,34.586,,,,,,,
4O74,9HHD,4O74_renamed.pdb,9HHD_renamed.pdb,A,A,,,,,,,4.09e-13,102,61.6,31.373,,,,,,,
4O76,9HHD,4O76_renamed.pdb,9HHD_renamed.pdb,A,A,,,,,,,4.09e-13,102,61.6,31.373,,,,,,,
4OGI,9HHD,4OGI_renamed.pdb,9HHD_renamed.pdb,A,A,,,,,,,4.09e-13,102,61.6,31.373,,,,,,,
4OGJ,9HHD,4OGJ_renamed.pdb,9HHD_renamed.pdb,A,A,,,,,,,4.09e-13,102,61.6,31.373,,,,,,,
4PS5,9HHD,4PS5_renamed.pdb,9HHD_renamed.pdb,A,A,,,,,,,4.09e-13,102,61.6,31.373,,,,,,,
5AP7,1V0B,5AP7_renamed.pdb,1V0B_renamed.pdb,A,A,,,,,,,2.58e-21,296,91.3,28.378,,,,,,,
5AP7,1V0O,5AP7_renamed.pdb,1V0O_renamed.pdb,A,A,,,,,,,2.6300000000000002e-21,296,91.3,28.378,,,,,,,
5AP7,1OB3,5AP7_renamed.pdb,1OB3_renamed.pdb,A,A,,,,,,,4.13e-21,296,90.9,28.041,,,,,,,
5AP7,3NIE,5AP7_renamed.pdb,3NIE_renamed.pdb,A,A,,,,,,,1.56e-15,251,76.3,31.873,,,,,,,
5AP7,4RGJ,5AP7_renamed.pdb,4RGJ_renamed.pdb,A,A,,,,,,,3.6e-14,287,72.4,25.087,,,,,,,
5C8G,9HHD,5C8G_renamed.pdb,9HHD_renamed.pdb,A,A,,,,,,,2.06e-07,71,46.6,32.394,,,,,,,
5HEZ,1V0B,5HEZ_renamed.pdb,1V0B_renamed.pdb,A,A,,,,,,,6.5800000000000004e-21,202,90.1,32.178,,,,,,,
5HEZ,1V0O,5HEZ_renamed.pdb,1V0O_renamed.pdb,A,A,,,,,,,6.99e-21,202,90.1,32.178,,,,,,,
5HEZ,1OB3,5HEZ_renamed.pdb,1OB3_renamed.pdb,A,A,,,,,,,1e-20,200,89.7,32.0,,,,,,,
5HEZ,4RGJ,5HEZ_renamed.pdb,4RGJ_renamed.pdb,A,A,,,,,,,1.29e-15,225,76.6,31.556,,,,,,,
5IFL,3AM3,5IFL_renamed.pdb,3AM3_renamed.pdb,A,A,,,,,,,3.07e-16,216,77.0,25.463,,,,,,,
5IFL,1UH5,5IFL_renamed.pdb,1UH5_renamed.pdb,A,A,,,,,,,5.78e-16,216,76.3,25.463,,,,,,,
5IFL,1VRW,5IFL_renamed.pdb,1VRW_renamed.pdb,A,A,,,,,,,6.41e-16,216,76.3,25.463,,,,,,,
5IFL,2OL4,5IFL_renamed.pdb,2OL4_renamed.pdb,A,A,,,,,,,7.16e-16,216,76.3,25.463,,,,,,,
5IFL,3AM5,5IFL_renamed.pdb,3AM5_renamed.pdb,A,A,,,,,,,5.39e-15,216,73.6,25.0,,,,,,,
5IFL,1NHG,5IFL_renamed.pdb,1NHG_renamed.pdb,A,A,,,,,,,5.47e-13,118,66.6,35.593,,,,,,,
5LRQ,9HHD,5LRQ_renamed.pdb,9HHD_renamed.pdb,A,A,,,,,,,5.86e-13,102,61.6,31.373,,,,,,,
5NTT,1V0B,5NTT_renamed.pdb,1V0B_renamed.pdb,A,A,,,,,,,3.47e-22,296,93.2,28.378,,,,,,,
5NTT,1V0O,5NTT_renamed.pdb,1V0O_renamed.pdb,A,A,,,,,,,3.76e-22,296,93.2,28.378,,,,,,,
5NTT,1OB3,5NTT_renamed.pdb,1OB3_renamed.pdb,A,A,,,,,,,6.5e-22,296,92.4,28.041,,,,,,,
5NTT,3NIE,5NTT_renamed.pdb,3NIE_renamed.pdb,A,A,,,,,,,6.08e-15,249,74.3,31.727,,,,,,,
5NTT,4RGJ,5NTT_renamed.pdb,4RGJ_renamed.pdb,A,A,,,,,,,1.45e-14,283,73.2,25.442,,,,,,,
5VBQ,9HHD,5VBQ_renamed.pdb,9HHD_renamed.pdb,A,A,,,,,,,4.01e-15,91,66.2,37.363,,,,,,,
5YCS,3AM3,5YCS_renamed.pdb,3AM3_renamed.pdb,A,A,,,,,,,1.13e-23,323,97.4,24.458,,,,,,,
5YCS,2OL4,5YCS_renamed.pdb,2OL4_renamed.pdb,A,A,,,,,,,1.6399999999999998e-23,323,97.1,25.077,,,,,,,
5YCS,1UH5,5YCS_renamed.pdb,1UH5_renamed.pdb,A,A,,,,,,,1.82e-23,323,96.7,25.077,,,,,,,
5YCS,1VRW,5YCS_renamed.pdb,1VRW_renamed.pdb,A,A,,,,,,,1.94e-23,323,96.7,25.077,,,,,,,
5YCS,3AM5,5YCS_renamed.pdb,3AM5_renamed.pdb,A,A,,,,,,,7.249999999999999e-23,323,95.1,25.077,,,,,,,
5YCS,1NHG,5YCS_renamed.pdb,1NHG_renamed.pdb,A,A,,,,,,,2.5e-17,226,78.2,26.549,,,,,,,
5YCS,1NHG,5YCS_renamed.pdb,1NHG_renamed.pdb,A,C,,,,,,,5.49e-06,44,42.7,40.909,,,,,,,
5YO1,8EWZ,5YO1_renamed.pdb,8EWZ_renamed.pdb,A,A,,,,,,,1.44e-177,902,536.0,34.701,,,,,,,
5YO1,3EBH,5YO1_renamed.pdb,3EBH_renamed.pdb,A,A,,,,,,,2.53e-177,901,535.0,34.739,,,,,,,
5YO1,8T6H,5YO1_renamed.pdb,8T6H_renamed.pdb,A,A,,,,,,,1.41e-176,902,533.0,34.59,,,,,,,
5YO1,8T83,5YO1_renamed.pdb,8T83_renamed.pdb,A,A,,,,,,,1.9799999999999998e-176,902,533.0,34.59,,,,,,,
5YO1,8T7P,5YO1_renamed.pdb,8T7P_renamed.pdb,A,A,,,,,,,2.35e-176,902,533.0,34.59,,,,,,,
5YO1,8SLO,5YO1_renamed.pdb,8SLO_renamed.pdb,A,A,,,,,,,1.48e-175,902,537.0,34.701,,,,,,,
6AH9,3AM3,6AH9_renamed.pdb,3AM3_renamed.pdb,A,A,,,,,,,3.25e-19,223,85.1,27.803,,,,,,,
6AH9,1VRW,6AH9_renamed.pdb,1VRW_renamed.pdb,A,A,,,,,,,1.31e-18,233,83.6,26.609,,,,,,,
6AH9,1UH5,6AH9_renamed.pdb,1UH5_renamed.pdb,A,A,,,,,,,2.36e-18,223,82.8,28.7,,,,,,,
6AH9,2OL4,6AH9_renamed.pdb,2OL4_renamed.pdb,A,A,,,,,,,3.25e-18,223,82.4,27.354,,,,,,,
6AH9,3AM5,6AH9_renamed.pdb,3AM5_renamed.pdb,A,A,,,,,,,1.19e-17,223,80.9,28.7,,,,,,,
6AH9,1NHG,6AH9_renamed.pdb,1NHG_renamed.pdb,A,A,,,,,,,3.28e-13,126,67.0,34.127,,,,,,,
6CW0,9HHD,6CW0_renamed.pdb,9HHD_renamed.pdb,A,A,,,,,,,1.38e-11,92,56.6,32.609,,,,,,,
6MF9,9HHD,6MF9_renamed.pdb,9HHD_renamed.pdb,A,A,,,,,,,1.24e-06,77,45.4,32.468,,,,,,,
6UNS,4RGJ,6UNS_renamed.pdb,4RGJ_renamed.pdb,A,A,,,,,,,2.09e-14,215,73.6,29.302,,,,,,,
6UNS,1V0O,6UNS_renamed.pdb,1V0O_renamed.pdb,A,A,,,,,,,3.7e-09,211,56.6,26.066,,,,,,,
6UNS,1V0B,6UNS_renamed.pdb,1V0B_renamed.pdb,A,A,,,,,,,3.99e-09,211,56.6,26.066,,,,,,,
6UNS,1OB3,6UNS_renamed.pdb,1OB3_renamed.pdb,A,A,,,,,,,5.55e-09,211,56.2,25.592,,,,,,,
6UNS,2PML,6UNS_renamed.pdb,2PML_renamed.pdb,A,X,,,,,,,2.81e-08,193,54.3,24.352,,,,,,,
6VNE,1V0B,6VNE_renamed.pdb,1V0B_renamed.pdb,A,A,,,,,,,8.390000000000001e-21,202,89.7,32.178,,,,,,,
6VNE,1V0O,6VNE_renamed.pdb,1V0O_renamed.pdb,A,A,,,,,,,8.56e-21,202,89.7,32.178,,,,,,,
6VNE,1OB3,6VNE_renamed.pdb,1OB3_renamed.pdb,A,A,,,,,,,1.26e-20,200,89.4,32.0,,,,,,,
6VNE,4RGJ,6VNE_renamed.pdb,4RGJ_renamed.pdb,A,A,,,,,,,1.52e-15,233,76.6,31.33,,,,,,,
6XCY,7TBB,6XCY_renamed.pdb,7TBB_renamed.pdb,A,A,,,,,,,1.48e-52,324,177.0,33.025,,,,,,,
6XD3,1V0B,6XD3_renamed.pdb,1V0B_renamed.pdb,C,A,,,,,,,1.37e-78,287,242.0,42.16,,,,,,,
6XD3,1V0O,6XD3_renamed.pdb,1V0O_renamed.pdb,C,A,,,,,,,1.45e-78,287,242.0,42.16,,,,,,,
6XD3,1OB3,6XD3_renamed.pdb,1OB3_renamed.pdb,C,A,,,,,,,2.05e-78,287,241.0,41.812,,,,,,,
6XD3,3NIE,6XD3_renamed.pdb,3NIE_renamed.pdb,C,A,,,,,,,1.1e-41,348,150.0,31.609,,,,,,,
7FCM,3AM3,7FCM_renamed.pdb,3AM3_renamed.pdb,A,A,,,,,,,1.56e-20,330,89.4,26.667,,,,,,,
7FCM,1VRW,7FCM_renamed.pdb,1VRW_renamed.pdb,A,A,,,,,,,5.61e-20,332,87.8,26.506,,,,,,,
7FCM,1UH5,7FCM_renamed.pdb,1UH5_renamed.pdb,A,A,,,,,,,1.4e-19,330,86.7,26.364,,,,,,,
7FCM,2OL4,7FCM_renamed.pdb,2OL4_renamed.pdb,A,A,,,,,,,1.75e-19,330,86.7,26.364,,,,,,,
7FCM,3AM5,7FCM_renamed.pdb,3AM5_renamed.pdb,A,A,,,,,,,7.27e-19,330,84.7,26.364,,,,,,,
7FCM,1NHG,7FCM_renamed.pdb,1NHG_renamed.pdb,A,A,,,,,,,1.68e-13,229,68.2,29.694,,,,,,,
7FCM,1NHG,7FCM_renamed.pdb,1NHG_renamed.pdb,A,C,,,,,,,5.29e-06,46,43.1,41.304,,,,,,,
7K6G,9HHD,7K6G_renamed.pdb,9HHD_renamed.pdb,A,A,,,,,,,4.09e-13,102,61.6,31.373,,,,,,,
7K6H,9HHD,7K6H_renamed.pdb,9HHD_renamed.pdb,A,A,,,,,,,4.09e-13,102,61.6,31.373,,,,,,,
7L73,9HHD,7L73_renamed.pdb,9HHD_renamed.pdb,A,A,,,,,,,4.01e-15,91,66.2,37.363,,,,,,,
7LAI,9HHD,7LAI_renamed.pdb,9HHD_renamed.pdb,A,A,,,,,,,2.5e-12,92,59.3,31.522,,,,,,,
7LAU,9HHD,7LAU_renamed.pdb,9HHD_renamed.pdb,A,A,,,,,,,2.5e-12,92,59.3,31.522,,,,,,,
7LAZ,9HHD,7LAZ_renamed.pdb,9HHD_renamed.pdb,A,A,,,,,,,1.05e-13,92,62.8,33.696,,,,,,,
7Q4A,1OB3,7Q4A_renamed.pdb,1OB3_renamed.pdb,A,A,,,,,,,6.18e-24,328,99.8,28.354,,,,,,,
7Q4A,1V0O,7Q4A_renamed.pdb,1V0O_renamed.pdb,A,A,,,,,,,6.96e-24,328,99.8,28.354,,,,,,,
7Q4A,1V0B,7Q4A_renamed.pdb,1V0B_renamed.pdb,A,A,,,,,,,8.01e-24,328,99.4,28.354,,,,,,,
7Q4A,5DYK,7Q4A_renamed.pdb,5DYK_renamed.pdb,A,A,,,,,,,2.37e-17,212,83.6,28.774,,,,,,,
8BX9,1V0B,8BX9_renamed.pdb,1V0B_renamed.pdb,A,A,,,,,,,8.07e-21,202,90.1,32.178,,,,,,,
8BX9,1V0O,8BX9_renamed.pdb,1V0O_renamed.pdb,A,A,,,,,,,9.57e-21,202,89.7,32.178,,,,,,,
8BX9,1OB3,8BX9_renamed.pdb,1OB3_renamed.pdb,A,A,,,,,,,1.38e-20,200,89.4,32.0,,,,,,,
8BX9,4RGJ,8BX9_renamed.pdb,4RGJ_renamed.pdb,A,A,,,,,,,8.22e-15,224,74.3,32.143,,,,,,,
8C2Z,8RPC,8C2Z_renamed.pdb,8RPC_renamed.pdb,A,A,,,,,,,1.42e-41,386,149.0,31.347,,,,,,,
8C2Z,1OB3,8C2Z_renamed.pdb,1OB3_renamed.pdb,A,A,,,,,,,1.4500000000000002e-27,337,109.0,27.3,,,,,,,
8C2Z,1V0B,8C2Z_renamed.pdb,1V0B_renamed.pdb,A,A,,,,,,,2.1e-27,337,109.0,27.003,,,,,,,
8C2Z,1V0O,8C2Z_renamed.pdb,1V0O_renamed.pdb,A,A,,,,,,,2.21e-27,337,109.0,27.003,,,,,,,
8C3G,8RPC,8C3G_renamed.pdb,8RPC_renamed.pdb,A,A,,,,,,,1.8e-38,245,141.0,34.694,,,,,,,
8C3G,1OB3,8C3G_renamed.pdb,1OB3_renamed.pdb,A,A,,,,,,,4.2e-28,333,111.0,29.73,,,,,,,
8C3G,1V0O,8C3G_renamed.pdb,1V0O_renamed.pdb,A,A,,,,,,,5.52e-28,333,110.0,29.429,,,,,,,
8C3G,1V0B,8C3G_renamed.pdb,1V0B_renamed.pdb,A,A,,,,,,,5.87e-28,333,110.0,29.429,,,,,,,
8J9X,6CA8,8J9X_renamed.pdb,6CA8_renamed.pdb,A,A,,,,,,,1.6e-69,809,248.0,27.565,,,,,,,
8ORM,1V0B,8ORM_renamed.pdb,1V0B_renamed.pdb,C,A,,,,,,,1.37e-78,287,242.0,42.16,,,,,,,
8ORM,1V0O,8ORM_renamed.pdb,1V0O_renamed.pdb,C,A,,,,,,,1.45e-78,287,242.0,42.16,,,,,,,
8ORM,1OB3,8ORM_renamed.pdb,1OB3_renamed.pdb,C,A,,,,,,,2.05e-78,287,241.0,41.812,,,,,,,
8ORM,3NIE,8ORM_renamed.pdb,3NIE_renamed.pdb,C,A,,,,,,,1.1e-41,348,150.0,31.609,,,,,,,
8SSO,4RGJ,8SSO_renamed.pdb,4RGJ_renamed.pdb,A,A,,,,,,,1.72e-49,264,171.0,35.227,,,,,,,
8SSO,5DYK,8SSO_renamed.pdb,5DYK_renamed.pdb,A,A,,,,,,,2.63e-40,263,148.0,31.939,,,,,,,
8SSO,1V0O,8SSO_renamed.pdb,1V0O_renamed.pdb,A,A,,,,,,,5.12e-35,288,127.0,30.556,,,,,,,
8SSO,1V0B,8SSO_renamed.pdb,1V0B_renamed.pdb,A,A,,,,,,,5.87e-35,288,127.0,30.556,,,,,,,
8SSO,1OB3,8SSO_renamed.pdb,1OB3_renamed.pdb,A,A,,,,,,,5.93e-35,288,127.0,30.556,,,,,,,
8SSP,4RGJ,8SSP_renamed.pdb,4RGJ_renamed.pdb,A,A,,,,,,,1.83e-49,264,171.0,35.227,,,,,,,
8SSP,5DYK,8SSP_renamed.pdb,5DYK_renamed.pdb,A,A,,,,,,,2.5e-40,263,148.0,31.939,,,,,,,
8SSP,1V0B,8SSP_renamed.pdb,1V0B_renamed.pdb,A,A,,,,,,,4.78e-35,288,127.0,30.556,,,,,,,
8SSP,1V0O,8SSP_renamed.pdb,1V0O_renamed.pdb,A,A,,,,,,,4.98e-35,288,127.0,30.556,,,,,,,
8SSP,1OB3,8SSP_renamed.pdb,1OB3_renamed.pdb,A,A,,,,,,,5.48e-35,288,127.0,30.556,,,,,,,
8TYQ,4RGJ,8TYQ_renamed.pdb,4RGJ_renamed.pdb,A,A,,,,,,,4.74e-13,217,74.3,30.876,,,,,,,
8TYQ,5DYK,8TYQ_renamed.pdb,5DYK_renamed.pdb,A,A,,,,,,,1.17e-09,264,63.9,28.03,,,,,,,
8TYQ,1V0B,8TYQ_renamed.pdb,1V0B_renamed.pdb,A,A,,,,,,,1.81e-09,284,61.2,25.0,,,,,,,
8TYQ,1V0O,8TYQ_renamed.pdb,1V0O_renamed.pdb,A,A,,,,,,,2.88e-09,284,60.5,25.0,,,,,,,
8TYQ,1OB3,8TYQ_renamed.pdb,1OB3_renamed.pdb,A,A,,,,,,,2.91e-09,284,60.5,25.0,,,,,,,
8TZB,4RGJ,8TZB_renamed.pdb,4RGJ_renamed.pdb,A,A,,,,,,,7.43e-14,217,76.6,31.336,,,,,,,
8TZB,5DYK,8TZB_renamed.pdb,5DYK_renamed.pdb,A,A,,,,,,,2.06e-10,264,66.2,28.409,,,,,,,
8TZB,1V0B,8TZB_renamed.pdb,1V0B_renamed.pdb,A,A,,,,,,,3.07e-10,284,63.5,25.352,,,,,,,
8TZB,1V0O,8TZB_renamed.pdb,1V0O_renamed.pdb,A,A,,,,,,,4.71e-10,284,63.2,25.352,,,,,,,
8TZE,4RGJ,8TZE_renamed.pdb,4RGJ_renamed.pdb,A,A,,,,,,,7.43e-14,217,76.6,31.336,,,,,,,
8TZE,5DYK,8TZE_renamed.pdb,5DYK_renamed.pdb,A,A,,,,,,,2.06e-10,264,66.2,28.409,,,,,,,
8TZE,1V0B,8TZE_renamed.pdb,1V0B_renamed.pdb,A,A,,,,,,,3.07e-10,284,63.5,25.352,,,,,,,
8TZE,1V0O,8TZE_renamed.pdb,1V0O_renamed.pdb,A,A,,,,,,,4.71e-10,284,63.2,25.352,,,,,,,
8TZF,4RGJ,8TZF_renamed.pdb,4RGJ_renamed.pdb,A,A,,,,,,,1.77e-13,217,75.5,31.336,,,,,,,
8TZF,5DYK,8TZF_renamed.pdb,5DYK_renamed.pdb,A,A,,,,,,,1.88e-10,288,66.2,28.125,,,,,,,
8TZF,1V0B,8TZF_renamed.pdb,1V0B_renamed.pdb,A,A,,,,,,,7.36e-10,284,62.4,25.352,,,,,,,
8TZF,1OB3,8TZF_renamed.pdb,1OB3_renamed.pdb,A,A,,,,,,,1.15e-09,284,61.6,25.352,,,,,,,
8TZF,1V0O,8TZF_renamed.pdb,1V0O_renamed.pdb,A,A,,,,,,,1.19e-09,284,61.6,25.352,,,,,,,
8U7L,4RGJ,8U7L_renamed.pdb,4RGJ_renamed.pdb,A,A,,,,,,,7.82e-14,217,76.6,31.336,,,,,,,
8U7L,5DYK,8U7L_renamed.pdb,5DYK_renamed.pdb,A,A,,,,,,,2.17e-10,288,66.2,28.125,,,,,,,
8U7L,1V0B,8U7L_renamed.pdb,1V0B_renamed.pdb,A,A,,,,,,,3.07e-10,284,63.5,25.352,,,,,,,
8U7L,1OB3,8U7L_renamed.pdb,1OB3_renamed.pdb,A,A,,,,,,,4.5e-10,284,63.2,25.352,,,,,,,
8U8A,4RGJ,8U8A_renamed.pdb,4RGJ_renamed.pdb,A,A,,,,,,,7.82e-14,217,76.6,31.336,,,,,,,
8U8A,5DYK,8U8A_renamed.pdb,5DYK_renamed.pdb,A,A,,,,,,,2.17e-10,288,66.2,28.125,,,,,,,
8U8A,1V0B,8U8A_renamed.pdb,1V0B_renamed.pdb,A,A,,,,,,,3.07e-10,284,63.5,25.352,,,,,,,
8U8A,1OB3,8U8A_renamed.pdb,1OB3_renamed.pdb,A,A,,,,,,,4.5e-10,284,63.2,25.352,,,,,,,
8YGE,6CA8,8YGE_renamed.pdb,6CA8_renamed.pdb,A,A,,,,,,,1.38e-70,807,251.0,27.509,,,,,,,
8ZYO,5DYK,8ZYO_renamed.pdb,5DYK_renamed.pdb,A,A,,,,,,,1.42e-07,92,55.1,31.522,,,,,,,
8ZYO,4OFF,8ZYO_renamed.pdb,4OFF_renamed.pdb,A,A,,,,,,,2.25e-07,90,50.8,32.222,,,,,,,
9CE8,5FMG,9CE8_renamed.pdb,5FMG_renamed.pdb,B,L,,,,,,,9.37e-07,219,47.8,24.201,,,,,,,
9NKG,5FMG,9NKG_renamed.pdb,5FMG_renamed.pdb,C,C,,,,,,,3.1900000000000003e-85,246,254.0,52.439,,,,,,,
9NKG,5FMG,9NKG_renamed.pdb,5FMG_renamed.pdb,C,D,,,,,,,8.96e-48,242,158.0,35.124,,,,,,,
9NKG,5FMG,9NKG_renamed.pdb,5FMG_renamed.pdb,C,E,,,,,,,4.52e-35,223,125.0,35.874,,,,,,,
9NKG,5FMG,9NKG_renamed.pdb,5FMG_renamed.pdb,N,N,,,,,,,5.51e-49,237,162.0,36.287,,,,,,,
9NKG,5FMG,9NKG_renamed.pdb,5FMG_renamed.pdb,A,C,,,,,,,4.29e-36,232,127.0,34.914,,,,,,,
9NKG,5FMG,9NKG_renamed.pdb,5FMG_renamed.pdb,A,E,,,,,,,1.36e-33,226,121.0,29.646,,,,,,,
9NKG,5FMG,9NKG_renamed.pdb,5FMG_renamed.pdb,A,D,,,,,,,1.68e-30,239,113.0,29.289,,,,,,,
9NKG,5FMG,9NKG_renamed.pdb,5FMG_renamed.pdb,J,M,,,,,,,1.03e-17,207,78.2,25.604,,,,,,,
9NKG,5FMG,9NKG_renamed.pdb,5FMG_renamed.pdb,K,K,,,,,,,5.34e-48,189,155.0,40.212,,,,,,,
9NKG,5FMG,9NKG_renamed.pdb,5FMG_renamed.pdb,K,L,,,,,,,1.67e-11,180,60.8,26.667,,,,,,,
