,Bit_score,Alignment_Length,Query_ID,Title,Alignment_Score,Subject_ID,E_value,Subject_Chain,target_name,malaria_name,target_id,malaria_id,resolution,pdbid,title,expmethod,lignme,glytoucan,cids,protacxns,geneids,pmid,dois,pmcids,pclids,citations,pubchem_cid
78,147.0,263.0,2J50_1|Chains, CGMP-dependent protein kinase [Plasmodium falciparum],31.939,pdb|5DYK|A,4.54e-40,Chain A,2J50,5DYK,1,A,3.0,2J50,Structure of Aurora-2 in complex with PHA-739358,X-RAY DIFFRACTION,627|SO4,,11442891|1117,O14965|2XNE_A|2W1D_A|3H0Y_A|3EFW_A|3R21_A|2J50_A|3HA6_A|2XNG_A|3LAU_A|3NRM_A|3QBN_A|2X6D_A|3E5A_A|2BMC_A|2NP8_A|2WTV_A|2XRU_A|3FDN_A|2J4Z_A|2W1C_A|3COH_A|3UNZ_A,6790,17125279.0,10.1021/jm060897w,,5809963.0,"Fancelli D, Moll J, Varasi M, Bravo R, Artico R, Berta D, Bindi S, Cameron A, Candiani I, Cappella P, Carpinelli P, Croci W, Forte B, Giorgini ML, Klapwijk J, Marsiglio A, Pesenti E, Rocchetti M, Roletto F, Severino D, Soncini C, Storici P, Tonani R, Zugnoni P, Vianello P. 1,4,5,6-tetrahydropyrrolo[3,4-c]pyrazoles: identification of a potent Aurora kinase inhibitor with a favorable antitumor kinase inhibition profile. J Med Chem. 2006 Nov 30;49(24):7247–51. doi: 10.1021/jm060897w. PMID: 17125279.",11442891
79,127.0,286.0,2J50_1|Chains, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],29.72,pdb|1V0B|A,5.25e-35,Chain A,2J50,1V0B,1,A,3.0,2J50,Structure of Aurora-2 in complex with PHA-739358,X-RAY DIFFRACTION,627|SO4,,11442891|1117,O14965|2XNE_A|2W1D_A|3H0Y_A|3EFW_A|3R21_A|2J50_A|3HA6_A|2XNG_A|3LAU_A|3NRM_A|3QBN_A|2X6D_A|3E5A_A|2BMC_A|2NP8_A|2WTV_A|2XRU_A|3FDN_A|2J4Z_A|2W1C_A|3COH_A|3UNZ_A,6790,17125279.0,10.1021/jm060897w,,5809963.0,"Fancelli D, Moll J, Varasi M, Bravo R, Artico R, Berta D, Bindi S, Cameron A, Candiani I, Cappella P, Carpinelli P, Croci W, Forte B, Giorgini ML, Klapwijk J, Marsiglio A, Pesenti E, Rocchetti M, Roletto F, Severino D, Soncini C, Storici P, Tonani R, Zugnoni P, Vianello P. 1,4,5,6-tetrahydropyrrolo[3,4-c]pyrazoles: identification of a potent Aurora kinase inhibitor with a favorable antitumor kinase inhibition profile. J Med Chem. 2006 Nov 30;49(24):7247–51. doi: 10.1021/jm060897w. PMID: 17125279.",11442891
80,127.0,286.0,2J50_1|Chains, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],29.72,pdb|1V0O|A,5.310000000000001e-35,Chain A,2J50,1V0O,1,A,3.0,2J50,Structure of Aurora-2 in complex with PHA-739358,X-RAY DIFFRACTION,627|SO4,,11442891|1117,O14965|2XNE_A|2W1D_A|3H0Y_A|3EFW_A|3R21_A|2J50_A|3HA6_A|2XNG_A|3LAU_A|3NRM_A|3QBN_A|2X6D_A|3E5A_A|2BMC_A|2NP8_A|2WTV_A|2XRU_A|3FDN_A|2J4Z_A|2W1C_A|3COH_A|3UNZ_A,6790,17125279.0,10.1021/jm060897w,,5809963.0,"Fancelli D, Moll J, Varasi M, Bravo R, Artico R, Berta D, Bindi S, Cameron A, Candiani I, Cappella P, Carpinelli P, Croci W, Forte B, Giorgini ML, Klapwijk J, Marsiglio A, Pesenti E, Rocchetti M, Roletto F, Severino D, Soncini C, Storici P, Tonani R, Zugnoni P, Vianello P. 1,4,5,6-tetrahydropyrrolo[3,4-c]pyrazoles: identification of a potent Aurora kinase inhibitor with a favorable antitumor kinase inhibition profile. J Med Chem. 2006 Nov 30;49(24):7247–51. doi: 10.1021/jm060897w. PMID: 17125279.",11442891
81,127.0,286.0,2J50_1|Chains, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],29.72,pdb|1OB3|A,6.620000000000001e-35,Chain A,2J50,1OB3,1,A,3.0,2J50,Structure of Aurora-2 in complex with PHA-739358,X-RAY DIFFRACTION,627|SO4,,11442891|1117,O14965|2XNE_A|2W1D_A|3H0Y_A|3EFW_A|3R21_A|2J50_A|3HA6_A|2XNG_A|3LAU_A|3NRM_A|3QBN_A|2X6D_A|3E5A_A|2BMC_A|2NP8_A|2WTV_A|2XRU_A|3FDN_A|2J4Z_A|2W1C_A|3COH_A|3UNZ_A,6790,17125279.0,10.1021/jm060897w,,5809963.0,"Fancelli D, Moll J, Varasi M, Bravo R, Artico R, Berta D, Bindi S, Cameron A, Candiani I, Cappella P, Carpinelli P, Croci W, Forte B, Giorgini ML, Klapwijk J, Marsiglio A, Pesenti E, Rocchetti M, Roletto F, Severino D, Soncini C, Storici P, Tonani R, Zugnoni P, Vianello P. 1,4,5,6-tetrahydropyrrolo[3,4-c]pyrazoles: identification of a potent Aurora kinase inhibitor with a favorable antitumor kinase inhibition profile. J Med Chem. 2006 Nov 30;49(24):7247–51. doi: 10.1021/jm060897w. PMID: 17125279.",11442891
82,300.0,321.0,2O2S_1|Chains, Enoyl-acyl carrier reductase [Plasmodium falciparum],47.04,pdb|2OL4|A,4.98e-101,Chain A,2O2S,2OL4,1,A,2.6,2O2S,The structure of T. gondii enoyl acyl carrier protein reductase in complex with NAD and triclosan,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,17327670.0,10.1107/s0907444906053625,PMC2483495,25137097.0,"Muench SP, Prigge ST, McLeod R, Rafferty JB, Kirisits MJ, Roberts CW, Mui EJ, Rice DW. Studies of<i>Toxoplasma gondii</i>and<i>Plasmodium falciparum</i>enoyl acyl carrier protein reductase and implications for the development of antiparasitic agents. Acta Crystallogr D Biol Crystallogr. 2007 Feb 21;63(3):328–38. doi: 10.1107/s0907444906053625.",5564
83,299.0,321.0,2O2S_1|Chains, enoyl-ACP reductase [Plasmodium falciparum],47.04,pdb|1UH5|A,5.5e-101,Chain A,2O2S,1UH5,1,A,2.6,2O2S,The structure of T. gondii enoyl acyl carrier protein reductase in complex with NAD and triclosan,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,17327670.0,10.1107/s0907444906053625,PMC2483495,25137097.0,"Muench SP, Prigge ST, McLeod R, Rafferty JB, Kirisits MJ, Roberts CW, Mui EJ, Rice DW. Studies of<i>Toxoplasma gondii</i>and<i>Plasmodium falciparum</i>enoyl acyl carrier protein reductase and implications for the development of antiparasitic agents. Acta Crystallogr D Biol Crystallogr. 2007 Feb 21;63(3):328–38. doi: 10.1107/s0907444906053625.",5564
84,299.0,321.0,2O2S_1|Chains, ENOYL-ACYL CARRIER REDUCTASE [Plasmodium falciparum],47.04,pdb|1VRW|A,5.8e-101,Chain A,2O2S,1VRW,1,A,2.6,2O2S,The structure of T. gondii enoyl acyl carrier protein reductase in complex with NAD and triclosan,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,17327670.0,10.1107/s0907444906053625,PMC2483495,25137097.0,"Muench SP, Prigge ST, McLeod R, Rafferty JB, Kirisits MJ, Roberts CW, Mui EJ, Rice DW. Studies of<i>Toxoplasma gondii</i>and<i>Plasmodium falciparum</i>enoyl acyl carrier protein reductase and implications for the development of antiparasitic agents. Acta Crystallogr D Biol Crystallogr. 2007 Feb 21;63(3):328–38. doi: 10.1107/s0907444906053625.",5564
85,298.0,321.0,2O2S_1|Chains, Enoyl-ACP reductase [Plasmodium falciparum],46.729,pdb|3AM3|A,2.1e-100,Chain A,2O2S,3AM3,1,A,2.6,2O2S,The structure of T. gondii enoyl acyl carrier protein reductase in complex with NAD and triclosan,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,17327670.0,10.1107/s0907444906053625,PMC2483495,25137097.0,"Muench SP, Prigge ST, McLeod R, Rafferty JB, Kirisits MJ, Roberts CW, Mui EJ, Rice DW. Studies of<i>Toxoplasma gondii</i>and<i>Plasmodium falciparum</i>enoyl acyl carrier protein reductase and implications for the development of antiparasitic agents. Acta Crystallogr D Biol Crystallogr. 2007 Feb 21;63(3):328–38. doi: 10.1107/s0907444906053625.",5564
86,296.0,321.0,2O2S_1|Chains, Enoyl-ACP reductase [Plasmodium falciparum],46.729,pdb|3AM5|A,4.750000000000001e-100,Chain A,2O2S,3AM5,1,A,2.6,2O2S,The structure of T. gondii enoyl acyl carrier protein reductase in complex with NAD and triclosan,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,17327670.0,10.1107/s0907444906053625,PMC2483495,25137097.0,"Muench SP, Prigge ST, McLeod R, Rafferty JB, Kirisits MJ, Roberts CW, Mui EJ, Rice DW. Studies of<i>Toxoplasma gondii</i>and<i>Plasmodium falciparum</i>enoyl acyl carrier protein reductase and implications for the development of antiparasitic agents. Acta Crystallogr D Biol Crystallogr. 2007 Feb 21;63(3):328–38. doi: 10.1107/s0907444906053625.",5564
87,250.0,226.0,2O2S_1|Chains, enoyl-acyl carrier reductase [Plasmodium falciparum],50.885,pdb|1NHG|A,2.83e-83,Chain A,2O2S,1NHG,1,A,2.6,2O2S,The structure of T. gondii enoyl acyl carrier protein reductase in complex with NAD and triclosan,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,17327670.0,10.1107/s0907444906053625,PMC2483495,25137097.0,"Muench SP, Prigge ST, McLeod R, Rafferty JB, Kirisits MJ, Roberts CW, Mui EJ, Rice DW. Studies of<i>Toxoplasma gondii</i>and<i>Plasmodium falciparum</i>enoyl acyl carrier protein reductase and implications for the development of antiparasitic agents. Acta Crystallogr D Biol Crystallogr. 2007 Feb 21;63(3):328–38. doi: 10.1107/s0907444906053625.",5564
88,66.6,54.0,2O2S_1|Chains, enoyl-acyl carrier reductase [Plasmodium falciparum],59.259,pdb|1NHG|C,2.21e-14,Chain C,2O2S,1NHG,1,C,2.6,2O2S,The structure of T. gondii enoyl acyl carrier protein reductase in complex with NAD and triclosan,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,17327670.0,10.1107/s0907444906053625,PMC2483495,25137097.0,"Muench SP, Prigge ST, McLeod R, Rafferty JB, Kirisits MJ, Roberts CW, Mui EJ, Rice DW. Studies of<i>Toxoplasma gondii</i>and<i>Plasmodium falciparum</i>enoyl acyl carrier protein reductase and implications for the development of antiparasitic agents. Acta Crystallogr D Biol Crystallogr. 2007 Feb 21;63(3):328–38. doi: 10.1107/s0907444906053625.",5564
89,82.8,223.0,2PD3_1|Chains, Enoyl-ACP reductase [Plasmodium falciparum],27.354,pdb|3AM3|A,3.26e-18,Chain A,2PD3,3AM3,1,A,2.5,2PD3,"Crystal Structure of the Helicobacter pylori Enoyl-Acyl Carrier Protein Reductase in Complex with Hydroxydiphenyl Ether Compounds, Triclosan and Diclosan",X-RAY DIFFRACTION,TCL|NAD,,5892|5564,O24990,,17879346.0,10.1002/prot.21586,,20055017.0,"Lee HH, Moon J, Suh SW. Crystal structure of the <i>Helicobacter pylori</i> enoyl-acyl carrier protein reductase in complex with hydroxydiphenyl ether compounds, triclosan and diclosan. Proteins. 2007 Aug 24;69(3):691–4. doi: 10.1002/prot.21586.",5564
90,82.4,223.0,2PD3_1|Chains, enoyl-ACP reductase [Plasmodium falciparum],27.803,pdb|1UH5|A,4.17e-18,Chain A,2PD3,1UH5,1,A,2.5,2PD3,"Crystal Structure of the Helicobacter pylori Enoyl-Acyl Carrier Protein Reductase in Complex with Hydroxydiphenyl Ether Compounds, Triclosan and Diclosan",X-RAY DIFFRACTION,TCL|NAD,,5892|5564,O24990,,17879346.0,10.1002/prot.21586,,20055017.0,"Lee HH, Moon J, Suh SW. Crystal structure of the <i>Helicobacter pylori</i> enoyl-acyl carrier protein reductase in complex with hydroxydiphenyl ether compounds, triclosan and diclosan. Proteins. 2007 Aug 24;69(3):691–4. doi: 10.1002/prot.21586.",5564
91,82.0,223.0,2PD3_1|Chains, ENOYL-ACYL CARRIER REDUCTASE [Plasmodium falciparum],27.803,pdb|1VRW|A,5.11e-18,Chain A,2PD3,1VRW,1,A,2.5,2PD3,"Crystal Structure of the Helicobacter pylori Enoyl-Acyl Carrier Protein Reductase in Complex with Hydroxydiphenyl Ether Compounds, Triclosan and Diclosan",X-RAY DIFFRACTION,TCL|NAD,,5892|5564,O24990,,17879346.0,10.1002/prot.21586,,20055017.0,"Lee HH, Moon J, Suh SW. Crystal structure of the <i>Helicobacter pylori</i> enoyl-acyl carrier protein reductase in complex with hydroxydiphenyl ether compounds, triclosan and diclosan. Proteins. 2007 Aug 24;69(3):691–4. doi: 10.1002/prot.21586.",5564
92,82.0,223.0,2PD3_1|Chains, Enoyl-acyl carrier reductase [Plasmodium falciparum],27.803,pdb|2OL4|A,5.21e-18,Chain A,2PD3,2OL4,1,A,2.5,2PD3,"Crystal Structure of the Helicobacter pylori Enoyl-Acyl Carrier Protein Reductase in Complex with Hydroxydiphenyl Ether Compounds, Triclosan and Diclosan",X-RAY DIFFRACTION,TCL|NAD,,5892|5564,O24990,,17879346.0,10.1002/prot.21586,,20055017.0,"Lee HH, Moon J, Suh SW. Crystal structure of the <i>Helicobacter pylori</i> enoyl-acyl carrier protein reductase in complex with hydroxydiphenyl ether compounds, triclosan and diclosan. Proteins. 2007 Aug 24;69(3):691–4. doi: 10.1002/prot.21586.",5564
93,80.5,223.0,2PD3_1|Chains, Enoyl-ACP reductase [Plasmodium falciparum],27.803,pdb|3AM5|A,1.72e-17,Chain A,2PD3,3AM5,1,A,2.5,2PD3,"Crystal Structure of the Helicobacter pylori Enoyl-Acyl Carrier Protein Reductase in Complex with Hydroxydiphenyl Ether Compounds, Triclosan and Diclosan",X-RAY DIFFRACTION,TCL|NAD,,5892|5564,O24990,,17879346.0,10.1002/prot.21586,,20055017.0,"Lee HH, Moon J, Suh SW. Crystal structure of the <i>Helicobacter pylori</i> enoyl-acyl carrier protein reductase in complex with hydroxydiphenyl ether compounds, triclosan and diclosan. Proteins. 2007 Aug 24;69(3):691–4. doi: 10.1002/prot.21586.",5564
94,73.6,126.0,2PD3_1|Chains, enoyl-acyl carrier reductase [Plasmodium falciparum],36.508,pdb|1NHG|A,1.88e-15,Chain A,2PD3,1NHG,1,A,2.5,2PD3,"Crystal Structure of the Helicobacter pylori Enoyl-Acyl Carrier Protein Reductase in Complex with Hydroxydiphenyl Ether Compounds, Triclosan and Diclosan",X-RAY DIFFRACTION,TCL|NAD,,5892|5564,O24990,,17879346.0,10.1002/prot.21586,,20055017.0,"Lee HH, Moon J, Suh SW. Crystal structure of the <i>Helicobacter pylori</i> enoyl-acyl carrier protein reductase in complex with hydroxydiphenyl ether compounds, triclosan and diclosan. Proteins. 2007 Aug 24;69(3):691–4. doi: 10.1002/prot.21586.",5564
95,97.4,323.0,2QIO_1|Chains, Enoyl-ACP reductase [Plasmodium falciparum],24.458,pdb|3AM3|A,9.17e-24,Chain A,2QIO,3AM3,1,A,2.44,2QIO,X-Ray Structure of Enoyl-Acyl Carrier Protein Reductase from Bacillus Anthracis with Triclosan,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,18663709.0,10.1002/cmdc.200800047,PMC2693028,7236407.0,"Tipparaju S, Mulhearn D, Klein G, Chen Y, Tapadar S, Bishop M, Yang S, Chen J, Ghassemi M, Santarsiero B, Cook J, Johlfs M, Mesecar A, Johnson M, Kozikowski A. Design and Synthesis of Aryl Ether Inhibitors of the <i>Bacillus Anthracis</i> Enoyl-ACP Reductase. ChemMedChem. 2008 Aug 11;3(8):1250–68. doi: 10.1002/cmdc.200800047.",5564
96,97.1,323.0,2QIO_1|Chains, ENOYL-ACYL CARRIER REDUCTASE [Plasmodium falciparum],25.077,pdb|1VRW|A,1.41e-23,Chain A,2QIO,1VRW,1,A,2.44,2QIO,X-Ray Structure of Enoyl-Acyl Carrier Protein Reductase from Bacillus Anthracis with Triclosan,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,18663709.0,10.1002/cmdc.200800047,PMC2693028,7236407.0,"Tipparaju S, Mulhearn D, Klein G, Chen Y, Tapadar S, Bishop M, Yang S, Chen J, Ghassemi M, Santarsiero B, Cook J, Johlfs M, Mesecar A, Johnson M, Kozikowski A. Design and Synthesis of Aryl Ether Inhibitors of the <i>Bacillus Anthracis</i> Enoyl-ACP Reductase. ChemMedChem. 2008 Aug 11;3(8):1250–68. doi: 10.1002/cmdc.200800047.",5564
97,97.1,323.0,2QIO_1|Chains, enoyl-ACP reductase [Plasmodium falciparum],25.077,pdb|1UH5|A,1.42e-23,Chain A,2QIO,1UH5,1,A,2.44,2QIO,X-Ray Structure of Enoyl-Acyl Carrier Protein Reductase from Bacillus Anthracis with Triclosan,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,18663709.0,10.1002/cmdc.200800047,PMC2693028,7236407.0,"Tipparaju S, Mulhearn D, Klein G, Chen Y, Tapadar S, Bishop M, Yang S, Chen J, Ghassemi M, Santarsiero B, Cook J, Johlfs M, Mesecar A, Johnson M, Kozikowski A. Design and Synthesis of Aryl Ether Inhibitors of the <i>Bacillus Anthracis</i> Enoyl-ACP Reductase. ChemMedChem. 2008 Aug 11;3(8):1250–68. doi: 10.1002/cmdc.200800047.",5564
98,97.1,323.0,2QIO_1|Chains, Enoyl-acyl carrier reductase [Plasmodium falciparum],25.077,pdb|2OL4|A,1.5099999999999998e-23,Chain A,2QIO,2OL4,1,A,2.44,2QIO,X-Ray Structure of Enoyl-Acyl Carrier Protein Reductase from Bacillus Anthracis with Triclosan,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,18663709.0,10.1002/cmdc.200800047,PMC2693028,7236407.0,"Tipparaju S, Mulhearn D, Klein G, Chen Y, Tapadar S, Bishop M, Yang S, Chen J, Ghassemi M, Santarsiero B, Cook J, Johlfs M, Mesecar A, Johnson M, Kozikowski A. Design and Synthesis of Aryl Ether Inhibitors of the <i>Bacillus Anthracis</i> Enoyl-ACP Reductase. ChemMedChem. 2008 Aug 11;3(8):1250–68. doi: 10.1002/cmdc.200800047.",5564
99,95.1,323.0,2QIO_1|Chains, Enoyl-ACP reductase [Plasmodium falciparum],25.077,pdb|3AM5|A,6.01e-23,Chain A,2QIO,3AM5,1,A,2.44,2QIO,X-Ray Structure of Enoyl-Acyl Carrier Protein Reductase from Bacillus Anthracis with Triclosan,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,18663709.0,10.1002/cmdc.200800047,PMC2693028,7236407.0,"Tipparaju S, Mulhearn D, Klein G, Chen Y, Tapadar S, Bishop M, Yang S, Chen J, Ghassemi M, Santarsiero B, Cook J, Johlfs M, Mesecar A, Johnson M, Kozikowski A. Design and Synthesis of Aryl Ether Inhibitors of the <i>Bacillus Anthracis</i> Enoyl-ACP Reductase. ChemMedChem. 2008 Aug 11;3(8):1250–68. doi: 10.1002/cmdc.200800047.",5564
100,78.2,226.0,2QIO_1|Chains, enoyl-acyl carrier reductase [Plasmodium falciparum],26.549,pdb|1NHG|A,2.32e-17,Chain A,2QIO,1NHG,1,A,2.44,2QIO,X-Ray Structure of Enoyl-Acyl Carrier Protein Reductase from Bacillus Anthracis with Triclosan,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,18663709.0,10.1002/cmdc.200800047,PMC2693028,7236407.0,"Tipparaju S, Mulhearn D, Klein G, Chen Y, Tapadar S, Bishop M, Yang S, Chen J, Ghassemi M, Santarsiero B, Cook J, Johlfs M, Mesecar A, Johnson M, Kozikowski A. Design and Synthesis of Aryl Ether Inhibitors of the <i>Bacillus Anthracis</i> Enoyl-ACP Reductase. ChemMedChem. 2008 Aug 11;3(8):1250–68. doi: 10.1002/cmdc.200800047.",5564
101,42.7,44.0,2QIO_1|Chains, enoyl-acyl carrier reductase [Plasmodium falciparum],40.909,pdb|1NHG|C,5.49e-06,Chain C,2QIO,1NHG,1,C,2.44,2QIO,X-Ray Structure of Enoyl-Acyl Carrier Protein Reductase from Bacillus Anthracis with Triclosan,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,18663709.0,10.1002/cmdc.200800047,PMC2693028,7236407.0,"Tipparaju S, Mulhearn D, Klein G, Chen Y, Tapadar S, Bishop M, Yang S, Chen J, Ghassemi M, Santarsiero B, Cook J, Johlfs M, Mesecar A, Johnson M, Kozikowski A. Design and Synthesis of Aryl Ether Inhibitors of the <i>Bacillus Anthracis</i> Enoyl-ACP Reductase. ChemMedChem. 2008 Aug 11;3(8):1250–68. doi: 10.1002/cmdc.200800047.",5564
102,170.0,257.0,2VRX_1|Chains, Calcium-dependent protein kinase 4 [Plasmodium falciparum],35.409,pdb|4RGJ|A,3.18e-49,Chain A,2VRX,4RGJ,1,A,1.86,2VRX,Structure of Aurora B kinase in complex with ZM447439,X-RAY DIFFRACTION,447,,9914412,O13024|Q6DE08|2VGO_A,398105|398457,18559266.0,10.1016/j.chembiol.2008.04.013,,12644137.0,"Girdler F, Sessa F, Patercoli S, Villa F, Musacchio A, Taylor S. Molecular Basis of Drug Resistance in Aurora Kinases. Chemistry & Biology. 2008 Jun;15(6):552–62. doi: 10.1016/j.chembiol.2008.04.013.",9914412
103,158.0,293.0,2VRX_1|Chains, CGMP-dependent protein kinase [Plasmodium falciparum],31.741,pdb|5DYK|A,1.3700000000000002e-43,Chain A,2VRX,5DYK,1,A,1.86,2VRX,Structure of Aurora B kinase in complex with ZM447439,X-RAY DIFFRACTION,447,,9914412,O13024|Q6DE08|2VGO_A,398105|398457,18559266.0,10.1016/j.chembiol.2008.04.013,,12644137.0,"Girdler F, Sessa F, Patercoli S, Villa F, Musacchio A, Taylor S. Molecular Basis of Drug Resistance in Aurora Kinases. Chemistry & Biology. 2008 Jun;15(6):552–62. doi: 10.1016/j.chembiol.2008.04.013.",9914412
104,129.0,288.0,2VRX_1|Chains, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],31.597,pdb|1V0O|A,1.5900000000000002e-35,Chain A,2VRX,1V0O,1,A,1.86,2VRX,Structure of Aurora B kinase in complex with ZM447439,X-RAY DIFFRACTION,447,,9914412,O13024|Q6DE08|2VGO_A,398105|398457,18559266.0,10.1016/j.chembiol.2008.04.013,,12644137.0,"Girdler F, Sessa F, Patercoli S, Villa F, Musacchio A, Taylor S. Molecular Basis of Drug Resistance in Aurora Kinases. Chemistry & Biology. 2008 Jun;15(6):552–62. doi: 10.1016/j.chembiol.2008.04.013.",9914412
105,128.0,288.0,2VRX_1|Chains, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],31.25,pdb|1V0B|A,1.7800000000000002e-35,Chain A,2VRX,1V0B,1,A,1.86,2VRX,Structure of Aurora B kinase in complex with ZM447439,X-RAY DIFFRACTION,447,,9914412,O13024|Q6DE08|2VGO_A,398105|398457,18559266.0,10.1016/j.chembiol.2008.04.013,,12644137.0,"Girdler F, Sessa F, Patercoli S, Villa F, Musacchio A, Taylor S. Molecular Basis of Drug Resistance in Aurora Kinases. Chemistry & Biology. 2008 Jun;15(6):552–62. doi: 10.1016/j.chembiol.2008.04.013.",9914412
106,128.0,288.0,2VRX_1|Chains, CELL DIVISION CONTROL PROTEIN 2 HOMOLOG [Plasmodium falciparum],31.597,pdb|1OB3|A,1.9e-35,Chain A,2VRX,1OB3,1,A,1.86,2VRX,Structure of Aurora B kinase in complex with ZM447439,X-RAY DIFFRACTION,447,,9914412,O13024|Q6DE08|2VGO_A,398105|398457,18559266.0,10.1016/j.chembiol.2008.04.013,,12644137.0,"Girdler F, Sessa F, Patercoli S, Villa F, Musacchio A, Taylor S. Molecular Basis of Drug Resistance in Aurora Kinases. Chemistry & Biology. 2008 Jun;15(6):552–62. doi: 10.1016/j.chembiol.2008.04.013.",9914412
107,109.0,237.0,2WYW_1|Chains, Enoyl-ACP reductase [Plasmodium falciparum],29.536,pdb|3AM3|A,3.9099999999999997e-28,Chain A,2WYW,3AM3,1,A,1.9,2WYW,High resolution structure of Thermus thermophilus enoyl-acyl carrier protein reductase NAD and triclosan-form,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,23027736.0,10.1107/s1744309112033982,PMC3497968,13402069.0,"Otero JM, Noël A, Guardado-Calvo P, Llamas-Saiz AL, Wende W, Schierling B, Pingoud A, van Raaij MJ. High-resolution structures of<i>Thermus thermophilus</i>enoyl-acyl carrier protein reductase in the apo form, in complex with NAD<sup>+</sup>and in complex with NAD<sup>+</sup>and triclosan. Acta Crystallogr F Struct Biol Cryst Commun. 2012 Sep 22;68(10):1139–48. doi: 10.1107/s1744309112033982.",5564
108,109.0,237.0,2WYW_1|Chains, enoyl-ACP reductase [Plasmodium falciparum],29.536,pdb|1UH5|A,4.21e-28,Chain A,2WYW,1UH5,1,A,1.9,2WYW,High resolution structure of Thermus thermophilus enoyl-acyl carrier protein reductase NAD and triclosan-form,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,23027736.0,10.1107/s1744309112033982,PMC3497968,13402069.0,"Otero JM, Noël A, Guardado-Calvo P, Llamas-Saiz AL, Wende W, Schierling B, Pingoud A, van Raaij MJ. High-resolution structures of<i>Thermus thermophilus</i>enoyl-acyl carrier protein reductase in the apo form, in complex with NAD<sup>+</sup>and in complex with NAD<sup>+</sup>and triclosan. Acta Crystallogr F Struct Biol Cryst Commun. 2012 Sep 22;68(10):1139–48. doi: 10.1107/s1744309112033982.",5564
109,109.0,237.0,2WYW_1|Chains, Enoyl-acyl carrier reductase [Plasmodium falciparum],29.536,pdb|2OL4|A,4.39e-28,Chain A,2WYW,2OL4,1,A,1.9,2WYW,High resolution structure of Thermus thermophilus enoyl-acyl carrier protein reductase NAD and triclosan-form,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,23027736.0,10.1107/s1744309112033982,PMC3497968,13402069.0,"Otero JM, Noël A, Guardado-Calvo P, Llamas-Saiz AL, Wende W, Schierling B, Pingoud A, van Raaij MJ. High-resolution structures of<i>Thermus thermophilus</i>enoyl-acyl carrier protein reductase in the apo form, in complex with NAD<sup>+</sup>and in complex with NAD<sup>+</sup>and triclosan. Acta Crystallogr F Struct Biol Cryst Commun. 2012 Sep 22;68(10):1139–48. doi: 10.1107/s1744309112033982.",5564
110,109.0,237.0,2WYW_1|Chains, ENOYL-ACYL CARRIER REDUCTASE [Plasmodium falciparum],29.536,pdb|1VRW|A,5.45e-28,Chain A,2WYW,1VRW,1,A,1.9,2WYW,High resolution structure of Thermus thermophilus enoyl-acyl carrier protein reductase NAD and triclosan-form,X-RAY DIFFRACTION,TCL|NAD,,5892|5564,,,23027736.0,10.1107/s1744309112033982,PMC3497968,13402069.0,"Otero JM, Noël A, Guardado-Calvo P, Llamas-Saiz AL, Wende W, Schierling B, Pingoud A, van Raaij MJ. High-resolution structures of<i>Thermus thermophilus</i>enoyl-acyl carrier protein reductase in the apo form, in complex with NAD<sup>+</sup>and in complex with NAD<sup>+</sup>and triclosan. Acta Crystallogr F Struct Biol Cryst Commun. 2012 Sep 22;68(10):1139–48. doi: 10.1107/s1744309112033982.",5564
